sumlev,region,division,state,county,stname,ctyname,census2010pop,estimatesbase2010,popestimate2010,popestimate2011,popestimate2012,popestimate2013,popestimate2014,popestimate2015,popestimate2016,npopchg_2010,npopchg_2011,npopchg_2012,npopchg_2013,npopchg_2014,npopchg_2015,npopchg_2016
40,3,6,01,000,Alabama,Alabama,4779736,4780131,4785492,4799918,4815960,4829479,4843214,4853875,4863300,5361,14426,16042,13519,13735,10661,9425
50,3,6,01,001,Alabama,Autauga County,54571,54571,54742,55255,55027,54792,54977,55035,55416,171,513,-228,-235,185,58,381
50,3,6,01,003,Alabama,Baldwin County,182265,182265,183199,186653,190403,195147,199745,203690,208563,934,3454,3750,4744,4598,3945,4873
50,3,6,01,005,Alabama,Barbour County,27457,27457,27348,27326,27132,26938,26763,26270,25965,-109,-22,-194,-194,-175,-493,-305
50,3,6,01,007,Alabama,Bibb County,22915,22919,22861,22736,22645,22501,22511,22561,22643,-58,-125,-91,-144,10,50,82
50,3,6,01,009,Alabama,Blount County,57322,57324,57376,57707,57772,57746,57621,57676,57704,52,331,65,-26,-125,55,28
50,3,6,01,011,Alabama,Bullock County,10914,10911,10892,10722,10654,10576,10712,10455,10362,-19,-170,-68,-78,136,-257,-93
50,3,6,01,013,Alabama,Butler County,20947,20946,20938,20848,20665,20330,20283,20126,19998,-8,-90,-183,-335,-47,-157,-128
50,3,6,01,015,Alabama,Calhoun County,118572,118586,118468,117736,117208,116475,115837,115285,114611,-118,-732,-528,-733,-638,-552,-674
50,3,6,01,017,Alabama,Chambers County,34215,34170,34101,34006,34084,34123,33996,34043,33843,-69,-95,78,39,-127,47,-200
50,3,6,01,019,Alabama,Cherokee County,25989,25986,25977,26073,26017,26074,25944,25726,25725,-9,96,-56,57,-130,-218,-1
50,3,6,01,021,Alabama,Chilton County,43643,43631,43675,43758,43693,43769,43874,43809,43941,44,83,-65,76,105,-65,132
50,3,6,01,023,Alabama,Choctaw County,13859,13858,13840,13610,13549,13384,13310,13201,12993,-18,-230,-61,-165,-74,-109,-208
50,3,6,01,025,Alabama,Clarke County,25833,25833,25762,25549,25148,25105,24862,24726,24392,-71,-213,-401,-43,-243,-136,-334
50,3,6,01,027,Alabama,Clay County,13932,13932,13882,13676,13461,13464,13503,13495,13492,-50,-206,-215,3,39,-8,-3
50,3,6,01,029,Alabama,Cleburne County,14972,14972,14975,14976,14928,15031,15076,14996,14924,3,1,-48,103,45,-80,-72
50,3,6,01,031,Alabama,Coffee County,49948,49948,50183,50484,51180,50729,50757,51063,51226,235,301,696,-451,28,306,163
50,3,6,01,033,Alabama,Colbert County,54428,54428,54521,54460,54493,54456,54427,54295,54216,93,-61,33,-37,-29,-132,-79
50,3,6,01,035,Alabama,Conecuh County,13228,13228,13209,13193,13007,12866,12621,12597,12395,-19,-16,-186,-141,-245,-24,-202
50,3,6,01,037,Alabama,Coosa County,11539,11758,11758,11369,11201,11058,10794,10687,10581,0,-389,-168,-143,-264,-107,-106
50,3,6,01,039,Alabama,Covington County,37765,37765,37801,38066,37842,37890,37795,37661,37458,36,265,-224,48,-95,-134,-203
50,3,6,01,041,Alabama,Crenshaw County,13906,13898,13857,13903,13920,13874,13898,13876,13913,-41,46,17,-46,24,-22,37
50,3,6,01,043,Alabama,Cullman County,80406,80410,80476,80457,80351,80731,81167,81858,82471,66,-19,-106,380,436,691,613
50,3,6,01,045,Alabama,Dale County,50251,50247,50360,50119,50296,49753,49389,49370,49226,113,-241,177,-543,-364,-19,-144
50,3,6,01,047,Alabama,Dallas County,43820,43820,43820,43207,42748,41950,41532,40893,40008,0,-613,-459,-798,-418,-639,-885
50,3,6,01,049,Alabama,DeKalb County,71109,71115,71143,71389,70961,70882,70947,70996,70900,28,246,-428,-79,65,49,-96
50,3,6,01,051,Alabama,Elmore County,79303,79296,79573,80030,80291,80661,80794,81238,81799,277,457,261,370,133,444,561
50,3,6,01,053,Alabama,Escambia County,38319,38319,38314,38227,38063,37877,37878,37827,37728,-5,-87,-164,-186,1,-51,-99
50,3,6,01,055,Alabama,Etowah County,104430,104427,104449,104236,104215,103790,103371,102873,102564,22,-213,-21,-425,-419,-498,-309
50,3,6,01,057,Alabama,Fayette County,17241,17241,17231,17063,16966,16858,16821,16723,16546,-10,-168,-97,-108,-37,-98,-177
50,3,6,01,059,Alabama,Franklin County,31704,31709,31734,31734,31652,31505,31540,31542,31628,25,0,-82,-147,35,2,86
50,3,6,01,061,Alabama,Geneva County,26790,26788,26796,26843,27012,26754,26688,26755,26614,8,47,169,-258,-66,67,-141
50,3,6,01,063,Alabama,Greene County,9045,9045,9001,8926,8837,8702,8525,8450,8422,-44,-75,-89,-135,-177,-75,-28
50,3,6,01,065,Alabama,Hale County,15760,15760,15740,15377,15393,15293,15081,15075,14952,-20,-363,16,-100,-212,-6,-123
50,3,6,01,067,Alabama,Henry County,17302,17300,17294,17405,17237,17188,17156,17191,17164,-6,111,-168,-49,-32,35,-27
50,3,6,01,069,Alabama,Houston County,101547,101555,101804,102480,103382,103614,104177,104225,104056,249,676,902,232,563,48,-169
50,3,6,01,071,Alabama,Jackson County,53227,53226,53181,53275,53087,52939,52580,52298,52138,-45,94,-188,-148,-359,-282,-160
50,3,6,01,073,Alabama,Jefferson County,658466,658348,658150,657669,657639,658578,659733,660007,659521,-198,-481,-30,939,1155,274,-486
50,3,6,01,075,Alabama,Lamar County,14564,14564,14495,14301,14257,14192,14062,13902,13918,-69,-194,-44,-65,-130,-160,16
50,3,6,01,077,Alabama,Lauderdale County,92709,92709,92747,92593,92694,92713,93005,92477,92318,38,-154,101,19,292,-528,-159
50,3,6,01,079,Alabama,Lawrence County,34339,34339,34306,34052,33788,33570,33432,33133,33244,-33,-254,-264,-218,-138,-299,111
50,3,6,01,081,Alabama,Lee County,140247,140296,140804,144123,148289,151411,154277,156767,158991,508,3319,4166,3122,2866,2490,2224
50,3,6,01,083,Alabama,Limestone County,82782,82782,83162,85571,87368,88904,90640,91622,92753,380,2409,1797,1536,1736,982,1131
50,3,6,01,085,Alabama,Lowndes County,11299,11289,11278,11117,10835,10685,10524,10422,10358,-11,-161,-282,-150,-161,-102,-64
50,3,6,01,087,Alabama,Macon County,21452,21448,21499,21317,20632,20016,19594,19215,18963,51,-182,-685,-616,-422,-379,-252
50,3,6,01,089,Alabama,Madison County,334811,334811,336149,339594,342773,346704,350121,353302,356967,1338,3445,3179,3931,3417,3181,3665
50,3,6,01,091,Alabama,Marengo County,21027,21036,20953,20728,20451,20208,20086,19912,19673,-83,-225,-277,-243,-122,-174,-239
50,3,6,01,093,Alabama,Marion County,30776,30776,30798,30725,30520,30283,30250,30145,29998,22,-73,-205,-237,-33,-105,-147
50,3,6,01,095,Alabama,Marshall County,93019,93019,93150,93885,94182,94318,94320,94693,95157,131,735,297,136,2,373,464
50,3,6,01,097,Alabama,Mobile County,412992,413143,413369,413178,413760,413884,414342,414634,414836,226,-191,582,124,458,292,202
50,3,6,01,099,Alabama,Monroe County,23068,23070,22987,22795,22593,22154,21902,21697,21530,-83,-192,-202,-439,-252,-205,-167
50,3,6,01,101,Alabama,Montgomery County,229363,229385,229554,229174,228708,227841,227193,226868,226349,169,-380,-466,-867,-648,-325,-519
50,3,6,01,103,Alabama,Morgan County,119490,119486,119610,119988,120123,119652,119602,119387,119012,124,378,135,-471,-50,-215,-375
50,3,6,01,105,Alabama,Perry County,10591,10581,10543,10518,10184,9995,9842,9683,9574,-38,-25,-334,-189,-153,-159,-109
50,3,6,01,107,Alabama,Pickens County,19746,19746,19717,19366,19359,19370,20332,20827,20324,-29,-351,-7,11,962,495,-503
50,3,6,01,109,Alabama,Pike County,32899,32899,32964,32999,33113,33592,33020,33376,33286,65,35,114,479,-572,356,-90
50,3,6,01,111,Alabama,Randolph County,22913,22914,22893,22807,22623,22629,22468,22703,22652,-21,-86,-184,6,-161,235,-51
50,3,6,01,113,Alabama,Russell County,52947,52951,53305,54891,57626,59240,59282,58858,58172,354,1586,2735,1614,42,-424,-686
50,3,6,01,115,Alabama,St. Clair County,83593,83593,83816,84351,85168,86225,86482,86986,88019,223,535,817,1057,257,504,1033
50,3,6,01,117,Alabama,Shelby County,195085,195218,196053,197975,200789,203825,205990,208527,210622,835,1922,2814,3036,2165,2537,2095
50,3,6,01,119,Alabama,Sumter County,13763,13763,13742,13512,13448,13409,13283,13244,13040,-21,-230,-64,-39,-126,-39,-204
50,3,6,01,121,Alabama,Talladega County,82291,82291,82077,81847,81941,81277,81216,80749,80103,-214,-230,94,-664,-61,-467,-646
50,3,6,01,123,Alabama,Tallapoosa County,41616,41618,41512,41459,41144,41139,41027,40755,40727,-106,-53,-315,-5,-112,-272,-28
50,3,6,01,125,Alabama,Tuscaloosa County,194656,194657,194996,196696,198581,200681,202671,204321,206102,339,1700,1885,2100,1990,1650,1781
50,3,6,01,127,Alabama,Walker County,67023,67023,67006,66661,66211,65934,65564,65291,64967,-17,-345,-450,-277,-370,-273,-324
50,3,6,01,129,Alabama,Washington County,17581,17583,17612,17336,17115,16881,16891,16901,16756,29,-276,-221,-234,10,10,-145
50,3,6,01,131,Alabama,Wilcox County,11670,11665,11562,11482,11355,11194,11028,11030,10986,-103,-80,-127,-161,-166,2,-44
50,3,6,01,133,Alabama,Winston County,24484,24484,24402,24334,24171,24150,24083,23854,23805,-82,-68,-163,-21,-67,-229,-49
40,4,9,02,000,Alaska,Alaska,710231,710249,714031,722713,731089,736879,736705,737709,741894,3782,8682,8376,5790,-174,1004,4185
50,4,9,02,013,Alaska,Aleutians East Borough,3141,3141,3169,3251,3285,3302,3296,3317,3296,28,82,34,17,-6,21,-21
50,4,9,02,016,Alaska,Aleutians West Census Area,5561,5561,5546,5586,5688,5715,5780,5739,5647,-15,40,102,27,65,-41,-92
50,4,9,02,020,Alaska,Anchorage Municipality,291826,291826,293415,296397,298527,301143,300429,298312,298192,1589,2982,2130,2616,-714,-2117,-120
50,4,9,02,050,Alaska,Bethel Census Area,17013,17013,17078,17466,17695,17865,17959,17940,17968,65,388,229,170,94,-19,28
50,4,9,02,060,Alaska,Bristol Bay Borough,997,997,1003,1037,983,954,942,892,898,6,34,-54,-29,-12,-50,6
50,4,9,02,068,Alaska,Denali Borough,1826,1822,1833,1875,1913,1940,1907,1913,1953,11,42,38,27,-33,6,40
50,4,9,02,070,Alaska,Dillingham Census Area,4847,4847,4855,4963,4963,4994,4989,4999,4954,8,108,0,31,-5,10,-45
50,4,9,02,090,Alaska,Fairbanks North Star Borough,97581,97585,98293,98100,100330,100879,99295,99639,100605,708,-193,2230,549,-1584,344,966
50,4,9,02,100,Alaska,Haines Borough,2508,2508,2500,2572,2572,2551,2537,2484,2496,-8,72,0,-21,-14,-53,12
50,4,9,02,105,Alaska,Hoonah-Angoon Census Area,2150,2135,2135,2111,2131,2128,2081,2118,2078,0,-24,20,-3,-47,37,-40
50,4,9,02,110,Alaska,Juneau City and Borough,31275,31275,31392,32175,32434,32604,32511,32603,32468,117,783,259,170,-93,92,-135
50,4,9,02,122,Alaska,Kenai Peninsula Borough,55400,55400,55570,56369,56952,57059,57626,58044,58506,170,799,583,107,567,418,462
50,4,9,02,130,Alaska,Ketchikan Gateway Borough,13477,13491,13539,13639,13711,13673,13758,13689,13746,48,100,72,-38,85,-69,57
50,4,9,02,150,Alaska,Kodiak Island Borough,13592,13606,13652,13807,14051,14066,13953,13789,13732,46,155,244,15,-113,-164,-57
50,4,9,02,158,Alaska,Kusilvak Census Area,7459,7459,7464,7657,7792,7950,8063,8109,8049,5,193,135,158,113,46,-60
50,4,9,02,164,Alaska,Lake and Peninsula Borough,1631,1635,1638,1652,1644,1654,1628,1567,1562,3,14,-8,10,-26,-61,-5
50,4,9,02,170,Alaska,Matanuska-Susitna Borough,88995,88995,89766,91831,93791,95923,98196,101120,104365,771,2065,1960,2132,2273,2924,3245
50,4,9,02,180,Alaska,Nome Census Area,9492,9492,9536,9834,9873,9897,9834,9875,9917,44,298,39,24,-63,41,42
50,4,9,02,185,Alaska,North Slope Borough,9430,9430,9467,9536,9662,9741,9708,9690,9606,37,69,126,79,-33,-18,-84
50,4,9,02,188,Alaska,Northwest Arctic Borough,7523,7523,7542,7722,7721,7714,7744,7764,7673,19,180,-1,-7,30,20,-91
50,4,9,02,195,Alaska,Petersburg Borough,3815,3207,3217,3246,3263,3245,3175,3149,3149,10,29,17,-18,-70,-26,0
50,4,9,02,198,Alaska,Prince of Wales-Hyder Census Area,5559,6172,6212,6378,6375,6394,6393,6360,6347,40,166,-3,19,-1,-33,-13
50,4,9,02,220,Alaska,Sitka City and Borough,8881,8881,8898,8907,9048,9001,8883,8844,8830,17,9,141,-47,-118,-39,-14
50,4,9,02,230,Alaska,Skagway Municipality,968,968,965,958,990,1004,1031,1058,1088,-3,-7,32,14,27,27,30
50,4,9,02,240,Alaska,Southeast Fairbanks Census Area,7029,7029,7071,7144,7179,7001,6968,6826,6876,42,73,35,-178,-33,-142,50
50,4,9,02,261,Alaska,Valdez-Cordova Census Area,9636,9636,9657,9737,9729,9764,9453,9308,9355,21,80,-8,35,-311,-145,47
50,4,9,02,275,Alaska,Wrangell City and Borough,2369,2365,2370,2381,2402,2417,2376,2400,2411,5,11,21,15,-41,24,11
50,4,9,02,282,Alaska,Yakutat City and Borough,662,662,661,654,657,643,642,620,601,-1,-7,3,-14,-1,-22,-19
50,4,9,02,290,Alaska,Yukon-Koyukuk Census Area,5588,5588,5587,5728,5728,5658,5548,5541,5526,-1,141,0,-70,-110,-7,-15
40,4,8,04,000,Arizona,Arizona,6392017,6392301,6408312,6467163,6549634,6624617,6719993,6817565,6931071,16011,58851,82471,74983,95376,97572,113506
50,4,8,04,001,Arizona,Apache County,71518,71516,71761,72391,72968,72021,72034,71594,73112,245,630,577,-947,13,-440,1518
50,4,8,04,003,Arizona,Cochise County,131346,131356,131807,132960,131843,129554,127321,126395,125770,451,1153,-1117,-2289,-2233,-926,-625
50,4,8,04,005,Arizona,Coconino County,134421,134437,134624,134186,135999,136641,137695,139076,140908,187,-438,1813,642,1054,1381,1832
50,4,8,04,007,Arizona,Gila County,53597,53597,53539,53486,53036,53039,53124,53138,53556,-58,-53,-450,3,85,14,418
50,4,8,04,009,Arizona,Graham County,37220,37220,37140,37083,36958,37401,38013,37673,37599,-80,-57,-125,443,612,-340,-74
50,4,8,04,011,Arizona,Greenlee County,8437,8437,8338,8585,8763,8905,9315,9525,9613,-99,247,178,142,410,210,88
50,4,8,04,012,Arizona,La Paz County,20489,20489,20449,20496,20365,20379,20313,20147,20317,-40,47,-131,14,-66,-166,170
50,4,8,04,013,Arizona,Maricopa County,3817117,3817357,3825616,3870806,3942959,4011219,4083931,4161637,4242997,8259,45190,72153,68260,72712,77706,81360
50,4,8,04,015,Arizona,Mohave County,200186,200185,200378,202635,203126,202622,202985,204165,205249,193,2257,491,-504,363,1180,1084
50,4,8,04,017,Arizona,Navajo County,107449,107489,107714,107435,107037,107443,108178,108363,110026,225,-279,-398,406,735,185,1663
50,4,8,04,019,Arizona,Pima County,980263,980263,981927,987816,992490,996634,1003157,1008205,1016206,1664,5889,4674,4144,6523,5048,8001
50,4,8,04,021,Arizona,Pinal County,375770,375770,379400,378007,382259,384978,396024,406220,418540,3630,-1393,4252,2719,11046,10196,12320
50,4,8,04,023,Arizona,Santa Cruz County,47420,47420,47409,47600,47321,46903,46387,46137,45985,-11,191,-279,-418,-516,-250,-152
50,4,8,04,025,Arizona,Yavapai County,211033,211015,211139,211138,212350,215027,218405,221584,225562,124,-1,1212,2677,3378,3179,3978
50,4,8,04,027,Arizona,Yuma County,195751,195750,197071,202539,202160,201851,203111,203706,205631,1321,5468,-379,-309,1260,595,1925
40,3,7,05,000,Arkansas,Arkansas,2915918,2916025,2921995,2939493,2950685,2958663,2966912,2977853,2988248,5970,17498,11192,7978,8249,10941,10395
50,3,7,05,001,Arkansas,Arkansas County,19019,19018,19015,18880,18978,18777,18502,18373,18214,-3,-135,98,-201,-275,-129,-159
50,3,7,05,003,Arkansas,Ashley County,21853,21853,21831,21656,21491,21234,20920,20810,20492,-22,-175,-165,-257,-314,-110,-318
50,3,7,05,005,Arkansas,Baxter County,41513,41513,41539,41280,41068,40962,40797,41070,41062,26,-259,-212,-106,-165,273,-8
50,3,7,05,007,Arkansas,Benton County,221339,221364,222566,228788,234243,238778,243991,250851,258291,1202,6222,5455,4535,5213,6860,7440
50,3,7,05,009,Arkansas,Boone County,36903,36903,36897,37055,37356,37412,37206,37229,37304,-6,158,301,56,-206,23,75
50,3,7,05,011,Arkansas,Bradley County,11508,11508,11486,11445,11273,11133,11024,11053,10996,-22,-41,-172,-140,-109,29,-57
50,3,7,05,013,Arkansas,Calhoun County,5368,5368,5337,5288,5306,5214,5175,5209,5144,-31,-49,18,-92,-39,34,-65
50,3,7,05,015,Arkansas,Carroll County,27446,27443,27540,27443,27574,27745,27742,27744,27646,97,-97,131,171,-3,2,-98
50,3,7,05,017,Arkansas,Chicot County,11800,11800,11793,11683,11473,11344,11196,10985,10945,-7,-110,-210,-129,-148,-211,-40
50,3,7,05,019,Arkansas,Clark County,22995,22993,22944,22943,22807,22650,22663,22642,22657,-49,-1,-136,-157,13,-21,15
50,3,7,05,021,Arkansas,Clay County,16083,16083,16050,15827,15568,15312,15143,15067,14920,-33,-223,-259,-256,-169,-76,-147
50,3,7,05,023,Arkansas,Cleburne County,25970,25969,25999,25942,25824,25710,25670,25469,25264,30,-57,-118,-114,-40,-201,-205
50,3,7,05,025,Arkansas,Cleveland County,8689,8689,8686,8665,8615,8539,8410,8299,8241,-3,-21,-50,-76,-129,-111,-58
50,3,7,05,027,Arkansas,Columbia County,24552,24552,24747,24696,24429,24294,24078,24140,23901,195,-51,-267,-135,-216,62,-239
50,3,7,05,029,Arkansas,Conway County,21273,21267,21239,21146,21205,21145,21019,20994,20937,-28,-93,59,-60,-126,-25,-57
50,3,7,05,031,Arkansas,Craighead County,96443,96443,96727,98371,99948,101654,102621,104362,105835,284,1644,1577,1706,967,1741,1473
50,3,7,05,033,Arkansas,Crawford County,61948,61948,61977,61829,61940,61696,61840,61894,62267,29,-148,111,-244,144,54,373
50,3,7,05,035,Arkansas,Crittenden County,50902,50902,50947,50520,50065,49730,49538,48985,49235,45,-427,-455,-335,-192,-553,250
50,3,7,05,037,Arkansas,Cross County,17870,17866,17833,17746,17651,17492,17182,17282,17037,-33,-87,-95,-159,-310,100,-245
50,3,7,05,039,Arkansas,Dallas County,8116,8116,8068,8078,7979,7922,7735,7583,7469,-48,10,-99,-57,-187,-152,-114
50,3,7,05,041,Arkansas,Desha County,13008,13008,12964,12709,12575,12467,12245,12007,11876,-44,-255,-134,-108,-222,-238,-131
50,3,7,05,043,Arkansas,Drew County,18509,18509,18657,18721,18762,18682,18669,18675,18651,148,64,41,-80,-13,6,-24
50,3,7,05,045,Arkansas,Faulkner County,113237,113242,114065,116297,118534,119299,120683,121343,122227,823,2232,2237,765,1384,660,884
50,3,7,05,047,Arkansas,Franklin County,18125,18121,18124,18002,17957,17934,17767,17709,17626,3,-122,-45,-23,-167,-58,-83
50,3,7,05,049,Arkansas,Fulton County,12245,12245,12216,12296,12246,12243,12130,12188,12123,-29,80,-50,-3,-113,58,-65
50,3,7,05,051,Arkansas,Garland County,96024,95995,96123,96617,96794,96986,97183,97154,97477,128,494,177,192,197,-29,323
50,3,7,05,053,Arkansas,Grant County,17853,17853,17891,17954,18026,18035,18059,18030,18082,38,63,72,9,24,-29,52
50,3,7,05,055,Arkansas,Greene County,42090,42090,42187,42732,43166,43078,43717,44167,44598,97,545,434,-88,639,450,431
50,3,7,05,057,Arkansas,Hempstead County,22609,22609,22600,22507,22346,22392,22289,22038,21974,-9,-93,-161,46,-103,-251,-64
50,3,7,05,059,Arkansas,Hot Spring County,32923,33010,33212,33115,33457,33495,33389,33483,33374,202,-97,342,38,-106,94,-109
50,3,7,05,061,Arkansas,Howard County,13789,13789,13803,13821,13693,13527,13488,13350,13377,14,18,-128,-166,-39,-138,27
50,3,7,05,063,Arkansas,Independence County,36647,36647,36805,36831,36925,36873,37113,37073,37168,158,26,94,-52,240,-40,95
50,3,7,05,065,Arkansas,Izard County,13696,13696,13682,13579,13522,13386,13508,13454,13433,-14,-103,-57,-136,122,-54,-21
50,3,7,05,067,Arkansas,Jackson County,17997,17998,18045,17854,17649,17690,17565,17350,17221,47,-191,-205,41,-125,-215,-129
50,3,7,05,069,Arkansas,Jefferson County,77435,77435,77321,76033,74618,73150,72376,71764,70016,-114,-1288,-1415,-1468,-774,-612,-1748
50,3,7,05,071,Arkansas,Johnson County,25540,25540,25552,25692,25911,25896,25998,26146,26176,12,140,219,-15,102,148,30
50,3,7,05,073,Arkansas,Lafayette County,7645,7645,7636,7540,7441,7245,7119,6981,6847,-9,-96,-99,-196,-126,-138,-134
50,3,7,05,075,Arkansas,Lawrence County,17415,17411,17498,17293,17047,17067,16987,16741,16735,87,-205,-246,20,-80,-246,-6
50,3,7,05,077,Arkansas,Lee County,10424,10424,10371,10277,10162,9991,9798,9645,9310,-53,-94,-115,-171,-193,-153,-335
50,3,7,05,079,Arkansas,Lincoln County,14134,14134,14072,14322,14139,14023,13967,13841,13705,-62,250,-183,-116,-56,-126,-136
50,3,7,05,081,Arkansas,Little River County,13171,13168,13137,12965,12920,12739,12525,12445,12451,-31,-172,-45,-181,-214,-80,6
50,3,7,05,083,Arkansas,Logan County,22353,22350,22313,22283,22018,22111,21959,21796,21792,-37,-30,-265,93,-152,-163,-4
50,3,7,05,085,Arkansas,Lonoke County,68356,68354,68709,69447,70101,70807,71563,71697,72228,355,738,654,706,756,134,531
50,3,7,05,087,Arkansas,Madison County,15717,15720,15694,15681,15619,15684,15714,15717,16072,-26,-13,-62,65,30,3,355
50,3,7,05,089,Arkansas,Marion County,16653,16651,16657,16655,16616,16446,16421,16214,16325,6,-2,-39,-170,-25,-207,111
50,3,7,05,091,Arkansas,Miller County,43462,43462,43541,43750,43649,43440,43556,43899,43787,79,209,-101,-209,116,343,-112
50,3,7,05,093,Arkansas,Mississippi County,46480,46480,46390,46036,45531,44687,44243,43699,42835,-90,-354,-505,-844,-444,-544,-864
50,3,7,05,095,Arkansas,Monroe County,8149,8150,8123,8070,7843,7670,7612,7415,7169,-27,-53,-227,-173,-58,-197,-246
50,3,7,05,097,Arkansas,Montgomery County,9487,9487,9490,9383,9320,9222,9107,8972,8879,3,-107,-63,-98,-115,-135,-93
50,3,7,05,099,Arkansas,Nevada County,8997,8997,8974,9009,8911,8791,8689,8553,8398,-23,35,-98,-120,-102,-136,-155
50,3,7,05,101,Arkansas,Newton County,8330,8330,8329,8278,8087,8078,7914,7923,7936,-1,-51,-191,-9,-164,9,13
50,3,7,05,103,Arkansas,Ouachita County,26120,26121,26077,25727,25405,24969,24799,24370,24098,-44,-350,-322,-436,-170,-429,-272
50,3,7,05,105,Arkansas,Perry County,10445,10441,10455,10392,10336,10337,10244,10182,10132,14,-63,-56,1,-93,-62,-50
50,3,7,05,107,Arkansas,Phillips County,21757,21757,21670,21413,20762,20437,19938,19534,18975,-87,-257,-651,-325,-499,-404,-559
50,3,7,05,109,Arkansas,Pike County,11291,11291,11273,11239,11270,11126,11002,10854,10832,-18,-34,31,-144,-124,-148,-22
50,3,7,05,111,Arkansas,Poinsett County,24583,24583,24526,24446,24293,24156,24155,24028,24023,-57,-80,-153,-137,-1,-127,-5
50,3,7,05,113,Arkansas,Polk County,20662,20662,20669,20562,20440,20361,20252,20225,20173,7,-107,-122,-79,-109,-27,-52
50,3,7,05,115,Arkansas,Pope County,61754,61754,62110,62646,62631,62538,63094,63492,63779,356,536,-15,-93,556,398,287
50,3,7,05,117,Arkansas,Prairie County,8715,8715,8716,8578,8460,8364,8314,8280,8251,1,-138,-118,-96,-50,-34,-29
50,3,7,05,119,Arkansas,Pulaski County,382748,382788,383623,386776,388905,391312,392633,392932,393250,835,3153,2129,2407,1321,299,318
50,3,7,05,121,Arkansas,Randolph County,17969,17970,17967,17974,17854,17621,17540,17455,17448,-3,7,-120,-233,-81,-85,-7
50,3,7,05,123,Arkansas,St. Francis County,28258,28258,28181,27960,27907,27408,27026,26578,26196,-77,-221,-53,-499,-382,-448,-382
50,3,7,05,125,Arkansas,Saline County,107118,107141,107667,109901,111758,114287,115780,117358,118703,526,2234,1857,2529,1493,1578,1345
50,3,7,05,127,Arkansas,Scott County,11233,11208,11246,11223,10986,10874,10659,10510,10277,38,-23,-237,-112,-215,-149,-233
50,3,7,05,129,Arkansas,Searcy County,8195,8192,8176,8069,7988,7979,7908,7850,7967,-16,-107,-81,-9,-71,-58,117
50,3,7,05,131,Arkansas,Sebastian County,125744,125776,125817,126909,127418,127127,126827,127590,127793,41,1092,509,-291,-300,763,203
50,3,7,05,133,Arkansas,Sevier County,17058,17058,17142,17166,17153,17297,17377,17226,16910,84,24,-13,144,80,-151,-316
50,3,7,05,135,Arkansas,Sharp County,17264,17267,17280,17274,17061,17084,16904,16931,17157,13,-6,-213,23,-180,27,226
50,3,7,05,137,Arkansas,Stone County,12394,12394,12394,12563,12610,12490,12445,12430,12539,0,169,47,-120,-45,-15,109
50,3,7,05,139,Arkansas,Union County,41639,41639,41556,41375,40864,40603,40158,40158,39887,-83,-181,-511,-261,-445,0,-271
50,3,7,05,141,Arkansas,Van Buren County,17295,17294,17308,17197,17167,16992,16893,16780,16628,14,-111,-30,-175,-99,-113,-152
50,3,7,05,143,Arkansas,Washington County,203065,203043,204012,207833,211497,215979,219891,224233,228049,969,3821,3664,4482,3912,4342,3816
50,3,7,05,145,Arkansas,White County,77076,77076,77333,78116,78670,78635,78532,79013,79263,257,783,554,-35,-103,481,250
50,3,7,05,147,Arkansas,Woodruff County,7260,7264,7240,7189,7068,7042,6886,6727,6641,-24,-51,-121,-26,-156,-159,-86
50,3,7,05,149,Arkansas,Yell County,22185,22185,22155,21935,21804,21768,21850,21607,21552,-30,-220,-131,-36,82,-243,-55
40,4,9,06,000,California,California,37253956,37254522,37332685,37676861,38011074,38335203,38680810,38993940,39250017,78163,344176,334213,324129,345607,313130,256077
50,4,9,06,001,California,Alameda County,1510271,1510261,1513653,1532019,1555542,1581226,1608868,1632747,1647704,3392,18366,23523,25684,27642,23879,14957
50,4,9,06,003,California,Alpine County,1175,1175,1160,1109,1123,1141,1104,1106,1071,-15,-51,14,18,-37,2,-35
50,4,9,06,005,California,Amador County,38091,38091,37869,37524,37089,36576,36739,37026,37383,-222,-345,-435,-513,163,287,357
50,4,9,06,007,California,Butte County,220000,220000,219983,219987,221180,222116,223974,225251,226864,-17,4,1193,936,1858,1277,1613
50,4,9,06,009,California,Calaveras County,45578,45578,45462,45106,44760,44577,44589,44840,45171,-116,-356,-346,-183,12,251,331
50,4,9,06,011,California,Colusa County,21419,21419,21446,21366,21323,21322,21256,21318,21588,27,-80,-43,-1,-66,62,270
50,4,9,06,013,California,Contra Costa County,1049025,1049200,1052875,1066126,1078242,1094030,1108996,1123231,1135127,3675,13251,12116,15788,14966,14235,11896
50,4,9,06,015,California,Del Norte County,28610,28610,28562,28466,28212,27837,27252,27301,27540,-48,-96,-254,-375,-585,49,239
50,4,9,06,017,California,El Dorado County,181058,181058,181153,180863,180558,181427,183031,184359,185625,95,-290,-305,869,1604,1328,1266
50,4,9,06,019,California,Fresno County,930450,930491,932463,940496,946844,953762,963151,972130,979915,1972,8033,6348,6918,9389,8979,7785
50,4,9,06,021,California,Glenn County,28122,28122,28109,28186,27938,27915,27982,27961,28085,-13,77,-248,-23,67,-21,124
50,4,9,06,023,California,Humboldt County,134623,134623,135032,135243,134663,134555,134665,135383,136646,409,211,-580,-108,110,718,1263
50,4,9,06,025,California,Imperial County,174528,174528,174751,176227,177287,177194,178866,179806,180883,223,1476,1060,-93,1672,940,1077
